ID,res
13,-1.388245289
14,-0.264595238
23,-0.947298279
26,0.739521328
34,0.896778709
39,-0.346000887
41,-1.782057068
69,0.464941753
72,-1.95103061
89,-0.51611334
90,0.489080318
91,0.902024726
116,0.640362995
118,0.951208879
135,-0.59912321
141,-1.330694993
143,-0.592209746
153,1.801050856
159,1.055338591
166,-0.291920757
179,-0.824109376
195,1.216250239
209,0.219728405
211,0.074999527
217,-2.140418484
223,1.470972237
224,-0.837767606
229,0.395509868
244,0.886421677
277,1.201042552
278,1.316805681
290,-0.193040418
291,0.550576249
294,-2.088772944
299,-0.024909794
308,0.888457651
309,-0.337431151
316,-1.030711055
348,0.430833172
355,0.208907402
373,-1.548240257
374,-1.173802218
409,1.178815204
415,-0.419309442
424,-1.8525753
426,0.485926474
431,-0.471912593
456,0.846738591
463,0.925770592
490,-0.320830581
516,-1.300973634
519,2.45956801
526,0.778365004
528,0.689880913
537,-1.704465549
544,1.105372135
555,-0.313852815
575,-0.346692745
581,1.038440477
588,-0.511564854
590,1.01452825
593,0.611699378
598,-0.772250013
602,0.680915582
603,-0.207583478
606,0.837426507
621,-0.291873716
649,0.32060108
665,-1.369775761
709,0.291229658
722,1.385545469
747,0.169045236
752,1.068921284
755,-1.585889159
766,-0.383850092
768,0.864834418
774,0.561250341
775,-1.439837059
818,-1.006166147
821,-0.940355027
840,0.053451332
842,-0.573945496
844,0.22054883
854,-0.834515734
859,-0.130354162
865,0.567329442
871,1.20846682
880,0.127219648
895,-0.951409543
905,-0.662514439
923,0.344594854
932,-1.079854221
937,0.209652604
938,-1.302919565
953,-0.369811235
954,-0.642937063
979,1.091163539
988,0.336594952
994,-0.314832308
999,-0.17907198
