ID,res
13,0.052267828
14,0.610881351
23,-0.293796742
26,-2.679716201
34,-1.237844424
39,0.576568612
41,1.135890589
69,0.694141786
72,0.286571167
89,-1.998067313
90,1.149778239
91,1.435860548
116,-0.479440075
118,2.289106338
135,-3.037782148
141,-1.043525947
143,0.246502805
153,0.070064902
159,-1.483787908
166,1.63172709
179,-0.676358326
195,-1.46375788
209,-0.025477483
211,1.217913512
217,-0.82832296
223,-0.71812572
224,-0.044487484
229,-1.061848145
244,-0.221675858
277,0.394591548
278,0.889426834
290,0.868717273
291,-0.672041822
294,-0.234575048
299,0.872793004
308,0.913336236
309,0.397229194
316,-0.096985569
348,-2.079881191
355,1.373957943
373,0.106813701
374,-0.026503669
409,-0.233644077
415,-0.581163373
424,-0.645675268
426,-0.342877067
431,-1.674729256
456,1.861187741
463,-0.055620583
490,0.433406401
516,0.510373933
519,1.195907203
526,-1.083904194
528,-1.145105205
537,0.155218869
544,-0.492251424
555,2.367032443
575,-1.433502597
581,-1.611485875
588,0.624810078
590,0.745150005
593,0.585339752
598,0.181656191
602,0.404890662
603,-1.297442685
606,0.632084077
621,-1.175342404
649,-0.634870989
665,-2.358279002
709,-1.126180339
722,0.60195782
747,0.568444853
752,-0.16099753
755,-1.174080026
766,1.221340774
768,-1.723925095
774,-0.078741382
775,-0.610348665
818,-1.204209695
821,0.120691451
840,-0.955078286
842,0.068722992
844,0.449750954
854,0.504938271
859,0.336757568
865,1.412273037
871,-1.042483808
880,1.576970645
895,-0.53096049
905,-0.76249835
923,0.695567484
932,0.11688093
937,0.7036249
938,-0.30310821
953,0.834154162
954,0.106982007
979,0.211016657
988,0.028365297
994,1.300950425
999,-1.465209784
